task_id,worker_cap,stage,observed_sec,estimated_sec,call_sum_sec,noncall_overhead_sec,attempt_count,max_same_depth_modules
devs_gen-llama-SA-run_03,2,1,176.5,169.33,176.437,0.063,1,5
devs_gen-llama-SA-run_03,2,2,55.9,33.731,55.85,0.05,1,5
devs_gen-llama-SA-run_03,2,full_generation,272.48,243.141,,,1,5
devs_gen-llama-SA-run_03,4,1,176.5,165.883,176.437,0.063,1,5
devs_gen-llama-SA-run_03,4,2,55.9,24.851,55.85,0.05,1,5
devs_gen-llama-SA-run_03,4,full_generation,272.48,230.814,,,1,5
devs_gen-llama-SA-run_03,8,1,176.5,165.883,176.437,0.063,1,5
devs_gen-llama-SA-run_03,8,2,55.9,24.851,55.85,0.05,1,5
devs_gen-llama-SA-run_03,8,full_generation,272.48,230.814,,,1,5
devs_gen-llama-SEIRD-run_03,1,1,29.8,29.8,29.751,0.049,1,1
devs_gen-llama-SEIRD-run_03,1,2,52.4,52.4,52.39,0.01,1,1
devs_gen-llama-SEIRD-run_03,1,full_generation,151.3,151.3,,,1,1
devs_gen-llama-SEIRD-run_03,2,1,29.8,29.8,29.751,0.049,1,1
devs_gen-llama-SEIRD-run_03,2,2,52.4,52.4,52.39,0.01,1,1
devs_gen-llama-SEIRD-run_03,2,full_generation,151.3,151.3,,,1,1
devs_gen-llama-SEIRD-run_03,4,1,29.8,29.8,29.751,0.049,1,1
devs_gen-llama-SEIRD-run_03,4,2,52.4,52.4,52.39,0.01,1,1
devs_gen-llama-SEIRD-run_03,4,full_generation,151.3,151.3,,,1,1
devs_gen-llama-SEIRD-run_03,8,1,29.8,29.8,29.751,0.049,1,1
devs_gen-llama-SEIRD-run_03,8,2,52.4,52.4,52.39,0.01,1,1
devs_gen-llama-SEIRD-run_03,8,full_generation,151.3,151.3,,,1,1
devs_gen-llama-StoreCashier-run_03,1,1,237.0,237.0,236.941,0.059,1,3
devs_gen-llama-StoreCashier-run_03,1,2,124.6,124.6,124.559,0.041,1,3
devs_gen-llama-StoreCashier-run_03,1,full_generation,432.83,432.83,,,1,3
devs_gen-llama-StoreCashier-run_03,2,1,237.0,229.426,236.941,0.059,1,3
devs_gen-llama-StoreCashier-run_03,2,2,124.6,86.8,124.559,0.041,1,3
devs_gen-llama-StoreCashier-run_03,2,full_generation,432.83,387.456,,,1,3
devs_gen-llama-StoreCashier-run_03,4,1,237.0,224.305,236.941,0.059,1,3
devs_gen-llama-StoreCashier-run_03,4,2,124.6,79.362,124.559,0.041,1,3
devs_gen-llama-StoreCashier-run_03,4,full_generation,432.83,374.897,,,1,3
devs_gen-llama-StoreCashier-run_03,8,1,237.0,224.305,236.941,0.059,1,3
devs_gen-llama-StoreCashier-run_03,8,2,124.6,79.362,124.559,0.041,1,3
devs_gen-llama-StoreCashier-run_03,8,full_generation,432.83,374.897,,,1,3
devs_gen-llama-oft-run_03,1,1,497.3,497.3,493.234,4.066,1,6
devs_gen-llama-oft-run_03,1,2,65.8,65.8,65.693,0.107,1,6
devs_gen-llama-oft-run_03,1,full_generation,590.46,590.46,,,1,6
devs_gen-llama-oft-run_03,2,1,497.3,474.529,493.234,4.066,1,6
devs_gen-llama-oft-run_03,2,2,65.8,40.672,65.693,0.107,1,6
devs_gen-llama-oft-run_03,2,full_generation,590.46,542.561,,,1,6
devs_gen-llama-oft-run_03,4,1,497.3,474.529,493.234,4.066,1,6
devs_gen-llama-oft-run_03,4,2,65.8,31.879,65.693,0.107,1,6
devs_gen-llama-oft-run_03,4,full_generation,590.46,533.768,,,1,6
devs_gen-llama-oft-run_03,8,1,497.3,474.529,493.234,4.066,1,6
devs_gen-llama-oft-run_03,8,2,65.8,31.187,65.693,0.107,1,6
devs_gen-llama-oft-run_03,8,full_generation,590.46,533.076,,,1,6
